id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan
31482,حسن آباد,0,,4,161,887,2242
31483,حسن آباد,0,,4,165,888,2141
31484,حسن آباد,0,,4,247,1053,2512
31485,حسن آباد,0,,4,405,897,2047
31486,حسن آباد,0,,4,408,899,344
31487,حسن آباد,0,,4,187,905,2565
31488,حسن آباد,0,,4,167,907,442
31489,حسن آباد,0,,16,135,253,2476
31490,حسن آباد,0,,16,148,659,1883
31491,حسن آباد,0,,16,148,659,2028
31492,حسن آباد,0,,16,148,659,144
31493,حسن آباد,0,,16,148,1046,138
31494,حسن آباد,0,,16,148,1046,2181
31495,حسن آباد,0,,16,217,661,732
31496,حسن آباد,0,,16,217,661,732
31497,حسن آباد,0,,16,217,661,732
31498,حسن آباد,0,,16,217,661,732
31499,حسن آباد,0,,16,233,121,2354
31500,حسن آباد,0,,16,433,978,688
31501,حسن آباد,0,,16,182,163,653
31502,حسن آباد,0,,16,421,909,99
31503,حسن آباد,0,,20,61,1039,2478
31504,حسن آباد,0,,20,96,668,962
31505,حسن آباد,0,,20,188,676,877
31506,حسن آباد,0,,30,429,381,713
31507,حسن آباد,0,,30,325,523,1701
31508,حسن آباد,0,,30,202,336,1395
31509,حسن آباد,0,,26,181,929,2416
31510,حسن آباد,0,,7,179,698,860
31511,حسن آباد,0,,15,172,47,1872
31512,حسن آباد,0,,15,172,705,1221
31513,حسن آباد,0,,15,246,706,867
31514,حسن آباد,0,,15,246,706,867
31515,حسن آباد,0,,15,260,84,919
31516,حسن آباد,0,,18,86,251,1065
31517,حسن آباد,0,,18,312,278,177
31518,حسن آباد,0,,18,312,279,1224
31519,حسن آباد,0,,18,312,409,956
31520,حسن آباد,0,,18,15,953,826
31521,حسن آباد,0,,24,359,759,1727
31522,حسن آباد (تلمبه علی خانی ),0,,17,170,858,485
31523,حسن آباد آقا,0,,4,37,155,628
31524,حسن آباد ابدر,0,,30,385,321,65
31525,حسن آباد بند,0,,28,227,784,2489
31526,حسن آباد بوالفتح,0,,7,191,44,2232
31527,حسن آباد بی بابا,0,,26,181,929,2416
31528,حسن آباد پایین,0,,31,116,1049,1356
31529,حسن آباد تنگ مو,0,,13,381,839,689
31530,حسن آباد جلودر,0,,17,25,870,912
31531,حسن آباد چاروق,0,,20,96,668,1484
31532,حسن آباد چایکند,0,,14,372,53,222
31533,حسن آباد خان قلی,0,,17,321,158,985
31534,حسن آباد رامجرد,0,,17,379,865,2266
31535,حسن آباد رویین تن,0,,22,329,436,1408
31536,حسن آباد سادات,0,,18,110,408,1085
31537,حسن آباد سالار,0,,11,306,972,554
31538,حسن آباد سالم,1,5219,5,409,142,582
31539,حسن آباد سبرو,0,,11,419,300,1267
31540,حسن آباد سرکوه ضرون,0,,26,341,931,2026
31541,حسن آباد سنجابی,0,,26,181,929,2488
31542,حسن آباد شیخ ها,0,,21,254,626,1543
31543,حسن آباد شیرمحمد,0,,28,227,784,2489
31544,حسن آباد قاشق,0,,20,242,316,2132
31545,حسن آباد قره دربند,0,,28,219,787,828
31546,حسن آباد قوش بلاغ,0,,30,385,176,179
31547,حسن آباد کلج,1,1995,18,40,753,2466
31548,حسن آباد کوشکک,0,,17,417,2,322
31549,حسن ‌آباد گاماسیاب,0,,26,181,220,908
31550,حسن آباد گرده کوه (زور آباد),0,,31,396,713,418
31551,حسن آباد گودرز,0,,20,242,669,1364
31552,حسن آباد مارمه,0,,17,361,94,395
31553,حسن آباد محمد نظر,0,,20,311,204,777
31554,حسن آباد منیدر,0,,11,127,1061,466
31555,حسن آباد مولوی,0,,11,113,640,617
31556,حسن آباد ناسی,0,,16,217,661,732
31557,حسن آباد(بردران),0,,16,420,663,2582
31558,حسن آباد/ خون آباد,0,,11,357,458,1879
31559,حسن آباد1,0,,21,134,34,2157
31560,حسن آباد1,0,,21,254,122,483
31561,حسن آباد1,0,,21,328,562,2259
31562,حسن آباد2,0,,21,254,122,483
31563,حسن آباد2,0,,21,328,562,2259
31564,حسن آباد2,0,,21,328,628,1304
31565,حسن آبادابریزه,1,5813,4,123,903,1209
31566,حسن آبادامام,0,,30,29,920,775
31567,حسن آبادتنگ بیدکان,1,5799,4,373,901,1930
31568,حسن آبادتوکلی,0,,4,405,897,2211
31569,حسن آبادسفلی,0,,4,247,120,328
31570,حسن آبادسنچولی,0,,16,222,159,949
31571,حسن آبادشورین,1,6727,30,429,918,2556
31572,حسن آبادشه در,0,,16,148,659,503
31573,حسن آبادعلوی,0,,30,385,916,557
31574,حسن آبادعلیا,0,,4,405,897,2211
31575,حسن آبادعلیا,0,,4,123,476,1937
31576,حسن آبادکچلی,0,,4,37,886,1873
31577,حسن آبادکمالوند,0,,26,153,928,1110
31578,حسن آبادکوکول,0,,4,405,897,2047
31579,حسن آبادکهنه,0,,4,123,903,1209
31580,حسن آبادوسطی,1,3216,4,123,476,1937
31581,حسن اباد,0,,28,259,297,515
31582,حسن اباد,0,,27,14,241,981
31583,حسن اباد,0,,27,414,468,521
31584,حسن اباد,1,1929,27,414,597,1893
31585,حسن اباد,0,,27,375,599,237
31586,حسن اباد,0,,27,399,539,2184
31587,حسن اباد,0,,1,400,460,1781
31588,حسن اباد,1,4799,1,386,558,2236
31589,حسن اباد,0,,1,31,58,1571
31590,حسن اباد,0,,2,26,364,2295
31591,حسن اباد,0,,2,26,604,559
31592,حسن اباد,0,,2,238,1054,2171
31593,حسن اباد,0,,2,398,611,1291
31594,حسن اباد,0,,2,88,613,437
31595,حسن اباد,1,7171,22,32,813,805
31596,حسن اباد,0,,22,329,115,500
31597,حسن اباد,0,,22,248,817,2095
31598,حسن اباد,0,,22,208,826,806
31599,حسن اباد,0,,17,133,857,648
31600,حسن اباد,0,,17,170,858,321
31601,حسن اباد,0,,17,229,113,313
31602,حسن اباد,0,,17,273,860,1796
31603,حسن اباد,0,,17,299,861,667
31604,حسن اباد,0,,17,299,1042,2481
31605,حسن اباد,0,,17,321,863,1027
31606,حسن اباد,0,,17,321,229,198
31607,حسن اباد,0,,17,361,94,1115
31608,حسن اباد,0,,17,379,865,1226
31609,حسن اباد,0,,17,417,125,1113
31610,حسن اباد,0,,17,154,871,933
31611,حسن اباد,0,,17,154,871,1823
31612,حسن اباد,0,,17,319,873,1721
31613,حسن اباد,0,,17,319,873,1721
31614,حسن اباد,0,,17,241,878,1573
31615,حسن اباد,0,,17,152,471,1428
31616,حسن اباد,0,,21,59,621,357
31617,حسن اباد,0,,21,134,319,1338
31618,حسن اباد,0,,21,59,221,1063
31619,حسن اباد,0,,21,75,622,1117
31620,حسن اباد,0,,21,134,153,2304
31621,حسن اباد,0,,21,134,34,146
31622,حسن اباد,0,,21,207,624,143
31623,حسن اباد,0,,21,207,624,1022
31624,حسن اباد,0,,21,207,1045,422
31625,حسن اباد,0,,21,207,1045,422
31626,حسن اباد,0,,21,207,427,1207
31627,حسن اباد,0,,21,218,625,1052
31628,حسن اباد,0,,21,218,625,2270
31629,حسن اباد,0,,21,218,625,903
31630,حسن اباد,0,,21,218,1070,1551
31631,حسن اباد,0,,21,254,626,1543
31632,حسن اباد,0,,21,254,528,2337
31633,حسن اباد,0,,21,254,90,782
31634,حسن اباد,0,,21,269,259,911
31635,حسن اباد,0,,21,328,524,677
31636,حسن اباد,0,,21,328,628,1012
31637,حسن اباد,0,,21,328,187,2064
31638,حسن اباد,0,,21,68,630,2022
31639,حسن اباد,0,,21,68,527,1609
31640,حسن اباد,0,,21,68,1037,2474
31641,حسن اباد,0,,21,199,503,2547
31642,حسن اباد,0,,21,286,154,2289
31643,حسن اباد,0,,21,340,634,671
31644,حسن اباد,0,,21,340,634,931
31645,حسن اباد,0,,21,214,637,1250
31646,حسن اباد,0,,21,44,49,445
31647,حسن اباد,0,,21,289,970,1968
31648,حسن اباد,0,,21,289,970,2379
31649,حسن اباد,0,,21,24,404,203
31650,حسن اباد,0,,11,113,1034,1884
31651,حسن اباد,0,,11,174,181,1795
31652,حسن اباد,0,,11,228,277,1745
31653,حسن اباد,0,,11,228,383,464
31654,حسن اباد,0,,11,228,383,464
31655,حسن اباد,0,,11,228,383,1524
31656,حسن اباد,0,,11,228,642,1179
31657,حسن اباد,0,,11,318,643,1863
31658,حسن اباد,0,,11,383,17,1382
31659,حسن اباد,0,,11,383,646,1663
31660,حسن اباد,0,,11,383,274,10
31661,حسن اباد,0,,11,383,274,473
31662,حسن اباد,0,,11,383,274,2382
31663,حسن اباد,0,,11,419,341,1418
31664,حسن اباد,0,,11,419,647,1252
31665,حسن اباد,0,,11,419,647,462
31666,حسن اباد,0,,11,144,525,2147
31667,حسن اباد,0,,11,144,648,756
31668,حسن اباد,0,,11,164,165,2079
31669,حسن اباد,0,,11,164,344,1437
31670,حسن اباد,0,,11,298,453,1858
31671,حسن اباد,0,,11,67,48,1021
31672,حسن اباد,1,5536,11,67,391,1579
31673,حسن اباد,0,,11,205,653,40
31674,حسن اباد,0,,11,205,653,40
31675,حسن اباد,0,,11,158,655,1195
31676,حسن اباد,1,5433,11,390,656,849
31677,حسن اباد,0,,11,63,971,319
31678,حسن اباد,0,,11,63,971,319
31679,حسن اباد,0,,11,99,374,1526
31680,حسن اباد,0,,11,216,348,1445
31681,حسن اباد,0,,11,56,71,152
31682,حسن اباد,0,,11,132,415,827
31683,حسن اباد,0,,11,169,977,1440
31684,حسن اباد,0,,11,169,977,1647
31685,حسن اباد,0,,11,275,172,663
31686,حسن اباد,0,,16,148,659,503
31687,حسن اباد,0,,16,148,659,503
31688,حسن اباد,0,,16,148,1046,2441
31689,حسن اباد,0,,16,148,1046,2441
31690,حسن اباد,0,,16,215,660,398
31691,حسن اباد,0,,16,233,329,1411
31692,حسن اباد,0,,16,233,664,1164
31693,حسن اباد,0,,16,233,121,2354
31694,حسن اباد,0,,16,182,163,653
31695,حسن اباد,0,,16,395,11,246
31696,حسن اباد,0,,16,402,911,213
31697,حسن اباد,0,,16,301,913,1759
31698,حسن اباد,0,,26,153,928,119
31699,حسن اباد,0,,26,153,928,1933
31700,حسن اباد,0,,26,243,934,1853
31701,حسن اباد,0,,26,243,934,2566
31702,حسن اباد,0,,14,151,323,1354
31703,حسن اباد,0,,14,221,308,1299
31704,حسن اباد,0,,31,22,223,1182
31705,حسن اباد,0,,31,22,223,1284
31706,حسن اباد,1,4181,31,22,416,2437
31707,حسن اباد,0,,31,116,712,537
31708,حسن اباد,0,,31,116,712,537
31709,حسن اباد,0,,31,116,712,2464
31710,حسن اباد,0,,31,116,712,2464
31711,حسن اباد,0,,31,116,712,1127
31712,حسن اباد,0,,31,116,1049,394
31713,حسن اباد,0,,31,116,1049,1356
31714,حسن اباد,0,,31,116,1049,1356
31715,حسن اباد,0,,31,116,515,2087
31716,حسن اباد,0,,31,396,713,583
31717,حسن اباد,0,,31,396,713,583
31718,حسن اباد,0,,31,396,713,583
31719,حسن اباد,0,,31,396,713,583
31720,حسن اباد,0,,31,396,713,2407
31721,حسن اباد,0,,31,401,1032,1625
31722,حسن اباد,1,7285,31,401,86,368
31723,حسن اباد,1,6232,31,35,717,1196
31724,حسن اباد,0,,31,147,718,1724
31725,حسن اباد,0,,31,147,996,2537
31726,حسن اباد,0,,31,90,9,405
31727,حسن اباد,0,,29,82,1014,1032
31728,حسن اباد,0,,29,145,726,999
31729,حسن اباد,0,,29,145,18,2029
31730,حسن اباد,0,,8,305,739,1580
31731,حسن اباد,0,,3,382,743,2313
31732,حسن اباد,0,,19,317,233,1035
31733,حسن اباد,0,,19,317,346,2499
31734,حسن اباد,0,,12,30,765,2427
31735,حسن اباد,0,,12,64,521,2187
31736,حسن اباد,0,,12,371,561,1608
31737,حسن اباد,0,,12,371,770,874
31738,حسن اباد,0,,10,175,522,1648
31739,حسن اباد,0,,10,175,772,1016
31740,حسن اباد,0,,10,234,246,1011
31741,حسن اباد,0,,10,308,1051,1926
31742,حسن اباد,0,,10,308,325,495
31743,حسن اباد,0,,10,308,325,1361
31744,حسن اباد,0,,10,416,388,1574
31745,حسن اباد,0,,10,416,388,1676
31746,حسن اباد,0,,10,74,995,1697
31747,حسن اباد,0,,10,232,359,1475
31748,حسن اباد,0,,10,293,33,875
31749,حسن اباد,0,,10,223,957,1323
31750,حسن اباد,0,,10,280,266,2062
31751,حسن اباد,0,,10,280,266,2062
31752,حسن اباد,0,,5,226,196,346
31753,حسن اباد,0,,5,34,962,239
31754,حسن اباد /چاه حسن آباد/,0,,11,419,647,1004
31755,حسن اباد /گلنگدر/,1,4888,1,400,799,1782
31756,حسن اباد /محسن اباد/,0,,11,383,646,550
31757,حسن اباد 1,0,,21,254,122,1420
31758,حسن اباد 4,0,,21,254,122,483
31759,حسن اباد بالا,0,,31,116,1049,1356
31760,حسن اباد عامل زاده,0,,11,144,525,455
31761,حسن اباد مینویی,0,,16,217,496,2011
31762,حسن اباد/اسمال آباد,0,,31,60,711,2265
31763,حسن اباد/حسن اباد سبد,0,,11,228,383,1183
31764,حسن اباد/حسن ابادسنگ مکی /,0,,21,24,883,103
31765,حسن اباد/کلاته شور/,0,,11,63,971,319
31766,حسن اباد/کلاته میرحسن /,0,,10,416,388,1676
31767,حسن اباد1,0,,21,254,122,483
31768,حسن اباد2,0,,21,254,122,483
31769,حسن اباد2,0,,21,254,122,1420
31770,حسن اباداب کنار,0,,17,321,158,631
31771,حسن ابادابکورک,0,,31,35,231,1915
31772,حسن اباداعتماد/حسن اباد/,0,,10,280,248,1040
31773,حسن اباداکبری,0,,31,116,515,2065
31774,حسن ابادامام جمعه,0,,11,419,647,2248
31775,حسن ابادانارکی,0,,31,22,710,2275
31776,حسن ابادانقلاب,0,,31,401,1032,1625
31777,حسن ابادباقراف,0,,8,122,12,49
31778,حسن ابادبالادارستان,0,,21,407,969,501
31779,حسن ابادبخشی,0,,31,60,711,2265
31780,حسن ابادبلوک,0,,21,254,626,1543
31781,حسن ابادبلهر,0,,11,419,1019,382
31782,حسن ابادبوقی,0,,31,35,231,1915
31783,حسن ابادپایین,0,,10,97,771,294
31784,حسن ابادپدم,0,,17,170,858,2467
31785,حسن ابادپیرکر,0,,21,269,259,911
31786,حسن ابادتبرقو,0,,23,89,691,1054
31787,حسن ابادتپه خشتی,0,,28,227,784,1650
31788,حسن ابادتل کمین,0,,17,379,865,2473
31789,حسن ابادتنگ سرخ,0,,23,89,691,1404
31790,حسن ابادجدید,0,,14,372,946,231
31791,حسن ابادجنگو,0,,21,269,627,2282
31792,حسن ابادجنگور,0,,11,357,458,1879
31793,حسن ابادجهان اباد,0,,21,214,637,1250
31794,حسن ابادچاه جعفر,0,,21,207,624,34
31795,حسن ابادچاه دگان,0,,21,303,1038,720
31796,حسن ابادچنارسوخته,0,,12,30,765,1215
31797,حسن ابادخالصه,1,3758,8,33,16,88
31798,حسن ابادخانم وکیلی,0,,21,207,624,1384
31799,حسن ابادخرابه,0,,11,419,647,1252
31800,حسن ابادخشک,0,,21,407,969,501
31801,حسن اباددبیرنظام,0,,21,407,969,501
31802,حسن اباددرمنی,0,,26,41,267,539
31803,حسن اباددره زرشک,0,,31,116,712,1127
31804,حسن اباددستگرد,0,,16,148,659,503
31805,حسن اباددولتی,0,,11,164,165,2079
31806,حسن ابادده کره,1,6760,21,407,969,1677
31807,حسن اباددهگاوی,0,,21,303,1038,2477
31808,حسن اباددیفه,0,,21,207,478,1950
31809,حسن ابادزندی,0,,21,207,478,1950
31810,حسن ابادزین العابدین,0,,11,63,971,634
31811,حسن ابادسرتپه,0,,11,419,647,2248
31812,حسن ابادسرکار,0,,10,168,168,654
31813,حسن ابادسرکل,0,,10,416,388,1574
31814,حسن ابادسفلی,0,,22,276,265,1148
31815,حسن ابادسفلی,0,,17,321,158,631
31816,حسن ابادسفلی,0,,21,59,221,1063
31817,حسن ابادسفلی,0,,21,254,122,483
31818,حسن ابادسنجرلو,1,6159,17,379,361,1184
31819,حسن ابادسیف الدینی,0,,31,116,1049,394
31820,حسن ابادشاهزاده,0,,21,254,313,2280
31821,حسن ابادشندک,0,,16,148,1046,2181
31822,حسن ابادشور,0,,21,207,624,1190
31823,حسن ابادصوفی,0,,11,298,651,296
31824,حسن ابادعلیا,0,,22,276,265,1148
31825,حسن ابادعلیا,0,,17,321,158,631
31826,حسن ابادعلیا,0,,21,59,221,1063
31827,حسن ابادعلیا,0,,21,254,122,483
31828,حسن ابادعلیا,0,,31,116,1049,394
31829,حسن ابادعلیا,0,,10,223,312,1309
31830,حسن ابادقاسم خانی,0,,8,422,734,431
31831,حسن ابادقدمگاه,0,,17,25,870,1567
31832,حسن ابادقدیم,0,,14,372,946,231
31833,حسن ابادقراری,0,,21,24,883,103
31834,حسن ابادقوشه,0,,11,113,116,1260
31835,حسن ابادکافی,0,,31,116,1049,394
31836,حسن ابادکرق سنگ,0,,10,416,388,1676
31837,حسن ابادکره,0,,22,208,826,1105
31838,حسن ابادکریک,0,,23,185,694,1076
31839,حسن ابادکلانتری,0,,21,254,626,1543
31840,حسن ابادکمین,0,,17,102,876,1992
31841,حسن ابادکوار,0,,31,116,515,2087
31842,حسن ابادکورین,0,,16,217,496,2011
31843,حسن ابادکوه گچ,0,,8,422,174,432
31844,حسن ابادکیوان,0,,11,419,300,131
31845,حسن ابادگرجی / حسن اباد شاهراه /,0,,11,383,646,2397
31846,حسن ابادگویجه,0,,22,248,486,56
31847,حسن ابادگیلاوند,0,,26,153,928,119
31848,حسن ابادلاانار,0,,31,35,231,1915
31849,حسن ابادلای گز,0,,31,116,1049,394
31850,حسن ابادلایین نو,1,6652,11,330,654,2549
31851,حسن ابادلنکه,0,,16,217,1035,2465
31852,حسن ابادمجدالدوله,0,,5,409,960,92
31853,حسن ابادمرشد,0,,31,116,515,2087
31854,حسن ابادمروارید,0,,11,113,100,2548
31855,حسن ابادمنقشلی,0,,11,144,525,455
31856,حسن ابادموقوفه,0,,15,351,708,869
31857,حسن ابادمهرابجان,0,,21,254,313,1318
31858,حسن ابادمیان,0,,10,97,771,294
31859,حسن ابادمیرهاشمی,0,,8,384,402,96
31860,حسن ابادنامجو,0,,31,16,107,2370
31861,حسن ابادنظریان,0,,21,134,34,812
31862,حسن ابادنواب,0,,21,207,478,1950
31863,حسن ابادنوش اباد,1,6791,21,207,624,143
31864,حسن ابادهفت مرق,0,,11,63,971,319
31865,حسن ابدال,0,,30,91,399,1145
31866,حسن ابدالی,0,,14,221,942,2319
31867,حسن اقایی,0,,21,134,319,1338
31868,حسن اقایی,0,,21,68,630,2022
31869,حسن اقایی,0,,17,133,232,1692
31870,حسن اقه,0,,11,144,525,2147
31871,حسن اوله,0,,20,380,672,1410
31872,حسن باروق,0,,3,20,740,310
31873,حسن بقعه,0,,22,425,823,839
31874,حسن بکنده,0,,25,364,282,1601
31875,حسن بکول,0,,5,409,960,92
31876,حسن بگ مرده,0,,26,181,461,240
31877,حسن بگی ریکا,0,,26,341,931,2025
31878,حسن بلبل,0,,11,298,453,1858
31879,حسن بیکی,0,,31,90,986,652
31880,حسن بیگلو,0,,1,150,1007,2342
31881,حسن بیگی,0,,13,428,275,2125
31882,حسن بیگی,0,,21,68,630,2022
31883,حسن بیگی,0,,4,37,500,592
31884,حسن بیگی,0,,26,181,929,2488
31885,حسن تعیب,0,,13,266,375,1494
31886,حسن تنگه,0,,15,392,392,705
31887,حسن تیمور,0,,30,325,523,1701
31888,حسن تیمورعلیا,0,,20,96,197,530
31889,حسن جون,1,3659,5,279,70,1994
31890,حسن چپ,0,,2,391,234,2348
31891,حسن حاجی,0,,13,178,835,175
31892,حسن حیدر,0,,13,266,375,68
31893,حسن خان,0,,20,311,342,2215
31894,حسن خان,0,,24,404,760,785
31895,حسن خان باغی,0,,1,400,799,2119
31896,حسن خان دره سی,0,,3,98,444,1824
31897,حسن خانی,0,,17,133,857,2053
